comentario,sentimento
apesar de o acidente envolvendo uma criança no la tour a torrenovos procedimentos de segurança foram feitosdizem as más língus que isso custou a venda do playcentero parque é muito legal com destaque para a montezum que é uma montarussa de madeira pintada de branco e é radical muuito legala mina do jo seria algo que as pessoas deveriam prestar mais a atenção pois é agendado é legal e super rápidona internet é possível obter descontos mais atraentes do que comprar direto na bilheteria e o km de vantagens do ipiranga sempre dá um disconto tbm,0
o local é excelente e muito amplo e as atrações são muito boas claro que algumas muito perigosas e como ocorreu acidentes la como em todo parque de diversões o parque deveria oferecer uma segurança maiore para aproveitar bem as atrações é bom comprar o acesso rapido dos brinquedos porque as filas são enormes mas se você for com a familia e passear apenas o local é excelente para isso,1
fui em agosto achei péssimo o local nem tinha tantos visitantes e essa baixa procura se deu devido à péssima relação custobenefício muitos brinquedos quebradosem manutenção comida cara e estacionamento absurdo não volto mais,0
parque de diversões muito show é um ótimo lugar para passa um fim de semana com os amigos namorada familiares e parentes recomendo a todos,1
filas gigantes poucos brinquedos estavam funcionando no dia que fui e não havia informações a da manutenção dos brinquedos desligado a comida é caríssima e de pouca qualidade,0
nossa minha experiência com o parque não foi nada boa fui em um dia em que estava super lotado hora e mais horas nas fila para no final do dia ter ido em brinquedonão sei se é um lugar onde irei voltar algum dia,0
o parque é realmente muito bom tem atrações para todas as idades as montanhas russas são muito boas e tem muitas atrações para criançada além das atrações a temática do parque é muito interessante o parque está dividido em regiões cada uma com atrações e restaurantes de acordo com o tema realmente as refeições são caras mas vale a pena experimentar é interessante também pesquisar os horários dos shows pois são muito bons tente chegar cedo para evitar as filas enormes e para dias ensolarados leve um bom protetor solar e divirtamse,1
o parque é muito legal diversas atrações e um amplo espaço para diversão mas alguns brinquedos não funcionam quando se excursão tem filas enoooormes já cheguei a ficar três horas e meia numa fila mas em compensação valem a pena os brinquedos o preço também está muito alto fica difícil de ir várias vezes no ano,1
quando inaugurou o parque era a maravilha do mundo geralmente todos os brinquedos funcionavam e não nos deixava na mão ultimamente nem todos funcionam ou acabam quebrando no meio do dia estragando toda a diversão sem contar os preços abusivos de todos os restaurantes,0
o parque é fantastico e tem muitas atrações eu sempre ia com as excursoes de escola hoje vou com as amigas ou para levar as crianças acho um passeio fantastico e cheio de grandes emoçoes,1
o parque está com dos brinquedos disponíveis o tempo na fila é de h para montanha russa e de h para os demais brinquedos a noite do terror achei muito fraca e sem graça a alimentação é caríssima uma verdadeira exploração além de tudo têm o fura fila é só pagar um absurdo o que mais me preocupou foi perceber a falta de funcionário e de estrutura para receber a quantidade de pessoas que estavam lá ontem fomos em um grupo de amigos e saímos todos de lá decepcionados muitas coisas devem ser revistas imediatamente,0
este final de semana fiu até o hopi hari e me decepcionei com o brinquedo rio bravo quando eu fiu a vez tinham boias no brinquedo a um ano atraz desta vez somente estavam funcionando fiquei mais de horas na fila sob sol escaldante isto me deixou chateada tinha muitos brinquedos fechados acho que a manutenção deveria ser mais eficiente uma vez que o parque fica fechado de segunda a quartafeira,0
fui muitas vezes pro hopi hari mas faz bastante tempo que não vou gostaria de ir novamente mas agora com a familia já fui muitoooooooo com os amigos todas as vezes foram muito divertidas adoro o hopi hari as noites do terror são as melhores,1
mas não iria novamente bom para ir com a família mas acho que falta um pouco mais de brinquedos para crianças de anos achei tudo muito caro para a estrutura do parque mas já que no brasil estamos escassos de parques de diversão essa pode ser uma opção para um dia diferente em familia,1
o parque é uma excelente atração no interior de são paulo mas já foi muito melhor peço caro das comidas estacionamento e produtos dentro do parque causa muita decepção para familias e grupos de pessoas que acabam tendo um gasto muito elevado para um dia de diversão as filas estão ficando cada vez maiores muitos brinquedos desativados uma dica é curtir os ótimos shows no teatro de caminda super recomendado,0
um dos melhores parques de são paulo o parque se torna cansativo e desgastante quando se trata de datas que tenham festas escolas agendadas e datas comemorativas do parque fora essas restrições é um ótimo lugar para se divertir com os amigos e familiares o preço é um pouco elevado e se torna mais elevado se estiver em alguma data comemorativa do parque mas para quem está disposto a se divertir é um ótimo lugar claro que fora das condições descritas a cima,0
tá ai um lugar que não pretendo voltar filas imensas comida e bebidas caríssimas alguns brinquedos super velhos e mal cuidados a distância entre um brinquedo e outro é enorme,0
e muito bom o parque só acho que é bom se certificar sempre que possível a segurança nas atrações mais radicais,0
foi a pior atração de são paulo o preço de entrada r estacionamento r alimentação r duas pessoas gastam r r para que para ficar horas e horas quando digo horas e horas quero dizer de hs a hs para andar em um brinquedo um verdadeiro absurdo muitos brinquedos desativados e as filas são gigantescas não vale o preço nem de longe tanto que do público é de excussões escolares famílias e turistas são raros só adolescente mesmo não vá,0
o lugar e agradaveporem se torna cansativa a espera para cada brinquedobanheiros estão todos bem localizados a locomoção e bem facilitada pelo fato de todos os setores estarem acessíveis o que se torna meio que cansativo realmente são as filas gigantes que nos brinquedos principais demoram em torno de a horasgirando outro fator que e a venda dos bilhetes vip que te dão vantagem nas filas,1
fui numa sextafeira e mesmo assim o parque estava muito cheioe vários brinquedos estavam em manutenção não dá para andar em muitos a não ser que compre um passaporte especial que te dá direito a furar as filas meu filho ficou mais de horas para conseguir andar na montanha russa embora o ingresso fosse caro os brinquedos como rodagigante e tirolesasão pagos a parte cerca de vinte reaisa garrafinha de água custava reais e o estacionamento reaismas tem bebedouros próximos aos banheirospara usar o guardavolumes era pago reaismas o parque é bonitocom vários ambientes e música em muitas áreasa noite teve um show com artistas fantasiados de monstros bem legal,0
é um parque bem razoaveltem um grande numero de atrações para adolescentes mas não tem muitas atrações para crianças pequenasmesmo assim eu recomendo,0
afastado da cidade já para chegar é uma viagem a opção sem carro foi o transporte oficial que sai do metrô barra funda r ida e volta chegando lá o parque estava bem cheio e as atrações com filas intermináveis h e meia de espera média para a montanha russa montezumaa solução comprar o passaporte vip que custa r a mais além dos r só da entrada mas ainda assim rolaram esperas para as atrações vários brinquedos estavam em manutenção a maioria dos quiosques só vende lanches a comida é horrível e cara a partir das h começa um dj a tocar músicas pop ou eletrônicas no wild west e vira uma grande festa só que infantil visto que adultos são extrema minoria monitores de escola e alguns pais e me senti deslocada no meio da azaração juvenil só não foi um fiasco total porque está tendo a hora do horror que foi bem divertido maquiagens lindas e personagens incríveis iria a um evento só com essa atração facilmente,0
